"Partida"	"Puerta seleccionada"	"Puerta descubierta"	"Realizacion de cambio"	"Puerta final"	"Ganancia obtenida"
"1216"	"1216"	"B"	"A"	"Si"	"C"	"Coche"
"1217"	"1217"	"C"	"A"	"No"	"C"	"Cabra"
"1218"	"1218"	"A"	"B"	"Si"	"C"	"Cabra"
"1219"	"1219"	"B"	"C"	"Si"	"A"	"Cabra"
"1220"	"1220"	"A"	"B"	"No"	"A"	"Cabra"
"1221"	"1221"	"A"	"C"	"Si"	"B"	"Cabra"
"1222"	"1222"	"B"	"A"	"Si"	"C"	"Cabra"
"1223"	"1223"	"A"	"C"	"No"	"A"	"Coche"
"1224"	"1224"	"B"	"C"	"Si"	"A"	"Coche"
"1225"	"1225"	"A"	"B"	"No"	"A"	"Coche"
"1226"	"1226"	"C"	"B"	"No"	"C"	"Cabra"
"1227"	"1227"	"B"	"C"	"Si"	"A"	"Coche"
"1228"	"1228"	"C"	"A"	"Si"	"B"	"Coche"
"1229"	"1229"	"A"	"B"	"No"	"A"	"Coche"
"1230"	"1230"	"B"	"A"	"No"	"B"	"Cabra"
"1231"	"1231"	"A"	"B"	"Si"	"C"	"Coche"
"1232"	"1232"	"B"	"A"	"Si"	"C"	"Coche"
"1233"	"1233"	"B"	"A"	"Si"	"C"	"Coche"
"1234"	"1234"	"A"	"B"	"No"	"A"	"Cabra"
"1235"	"1235"	"A"	"C"	"No"	"A"	"Cabra"
"1236"	"1236"	"A"	"B"	"No"	"A"	"Cabra"
"1237"	"1237"	"B"	"C"	"No"	"B"	"Coche"
"1238"	"1238"	"B"	"C"	"Si"	"A"	"Coche"
"1239"	"1239"	"C"	"A"	"No"	"C"	"Cabra"
"1240"	"1240"	"C"	"A"	"Si"	"B"	"Cabra"
"1241"	"1241"	"C"	"A"	"Si"	"B"	"Coche"
"1242"	"1242"	"C"	"A"	"Si"	"B"	"Coche"
"1243"	"1243"	"A"	"C"	"Si"	"B"	"Coche"
"1244"	"1244"	"B"	"A"	"No"	"B"	"Coche"
"1245"	"1245"	"A"	"B"	"No"	"A"	"Cabra"
"1246"	"1246"	"A"	"B"	"Si"	"C"	"Coche"
"1247"	"1247"	"B"	"C"	"Si"	"A"	"Cabra"
"1248"	"1248"	"B"	"C"	"Si"	"A"	"Cabra"
"1249"	"1249"	"B"	"A"	"Si"	"C"	"Cabra"
"1250"	"1250"	"B"	"C"	"Si"	"A"	"Cabra"
"1251"	"1251"	"C"	"B"	"Si"	"A"	"Coche"
"1252"	"1252"	"A"	"C"	"No"	"A"	"Cabra"
"1253"	"1253"	"A"	"C"	"Si"	"B"	"Coche"
"1254"	"1254"	"A"	"B"	"No"	"A"	"Cabra"
"1255"	"1255"	"C"	"B"	"No"	"C"	"Coche"
"1256"	"1256"	"B"	"C"	"Si"	"A"	"Coche"
"1257"	"1257"	"C"	"B"	"Si"	"A"	"Cabra"
"1258"	"1258"	"C"	"B"	"No"	"C"	"Coche"
"1259"	"1259"	"B"	"A"	"No"	"B"	"Coche"
"1260"	"1260"	"C"	"B"	"Si"	"A"	"Coche"
"1261"	"1261"	"B"	"A"	"Si"	"C"	"Coche"
"1262"	"1262"	"A"	"B"	"No"	"A"	"Cabra"
"1263"	"1263"	"C"	"A"	"Si"	"B"	"Coche"
"1264"	"1264"	"B"	"C"	"Si"	"A"	"Cabra"
"1265"	"1265"	"B"	"C"	"No"	"B"	"Cabra"
"1266"	"1266"	"A"	"B"	"Si"	"C"	"Cabra"
"1267"	"1267"	"B"	"A"	"No"	"B"	"Cabra"
"1268"	"1268"	"C"	"A"	"No"	"C"	"Cabra"
"1269"	"1269"	"A"	"C"	"No"	"A"	"Cabra"
"1270"	"1270"	"B"	"C"	"Si"	"A"	"Coche"
"1271"	"1271"	"C"	"B"	"No"	"C"	"Cabra"
"1272"	"1272"	"B"	"A"	"Si"	"C"	"Coche"
"1273"	"1273"	"B"	"C"	"Si"	"A"	"Coche"
"1274"	"1274"	"B"	"C"	"Si"	"A"	"Coche"
"1275"	"1275"	"A"	"C"	"Si"	"B"	"Coche"
"1276"	"1276"	"A"	"C"	"Si"	"B"	"Coche"
"1277"	"1277"	"B"	"C"	"No"	"B"	"Coche"
"1278"	"1278"	"A"	"B"	"Si"	"C"	"Coche"
"1279"	"1279"	"B"	"A"	"Si"	"C"	"Coche"
"1280"	"1280"	"B"	"C"	"No"	"B"	"Cabra"
"1281"	"1281"	"B"	"A"	"No"	"B"	"Cabra"
"1282"	"1282"	"A"	"C"	"No"	"A"	"Cabra"
"1283"	"1283"	"C"	"B"	"No"	"C"	"Cabra"
"1284"	"1284"	"C"	"A"	"Si"	"B"	"Coche"
"1285"	"1285"	"C"	"A"	"Si"	"B"	"Coche"
"1286"	"1286"	"B"	"A"	"No"	"B"	"Cabra"
"1287"	"1287"	"C"	"B"	"Si"	"A"	"Coche"
"1288"	"1288"	"A"	"B"	"No"	"A"	"Cabra"
"1289"	"1289"	"B"	"C"	"Si"	"A"	"Cabra"
"1290"	"1290"	"B"	"A"	"No"	"B"	"Coche"
"1291"	"1291"	"C"	"B"	"No"	"C"	"Cabra"
"1292"	"1292"	"C"	"A"	"No"	"C"	"Cabra"
"1293"	"1293"	"A"	"C"	"Si"	"B"	"Coche"
"1294"	"1294"	"B"	"C"	"No"	"B"	"Coche"
"1295"	"1295"	"A"	"C"	"No"	"A"	"Coche"
"1296"	"1296"	"C"	"B"	"No"	"C"	"Coche"
"1297"	"1297"	"B"	"A"	"No"	"B"	"Cabra"
"1298"	"1298"	"B"	"A"	"Si"	"C"	"Cabra"
"1299"	"1299"	"C"	"B"	"Si"	"A"	"Coche"
"1300"	"1300"	"A"	"C"	"No"	"A"	"Coche"
"1301"	"1301"	"A"	"B"	"No"	"A"	"Cabra"
"1302"	"1302"	"A"	"C"	"No"	"A"	"Cabra"
"1303"	"1303"	"C"	"A"	"No"	"C"	"Cabra"
"1304"	"1304"	"B"	"C"	"Si"	"A"	"Coche"
"1305"	"1305"	"C"	"A"	"No"	"C"	"Cabra"
"1306"	"1306"	"C"	"B"	"No"	"C"	"Cabra"
"1307"	"1307"	"A"	"C"	"Si"	"B"	"Cabra"
"1308"	"1308"	"A"	"C"	"Si"	"B"	"Coche"
"1309"	"1309"	"A"	"C"	"Si"	"B"	"Cabra"
"1310"	"1310"	"C"	"B"	"Si"	"A"	"Coche"
"1311"	"1311"	"A"	"C"	"No"	"A"	"Coche"
"1312"	"1312"	"B"	"A"	"No"	"B"	"Cabra"
"1313"	"1313"	"B"	"A"	"Si"	"C"	"Coche"
"1314"	"1314"	"A"	"C"	"Si"	"B"	"Coche"
"1315"	"1315"	"B"	"C"	"Si"	"A"	"Coche"
"1316"	"1316"	"B"	"C"	"Si"	"A"	"Coche"
"1317"	"1317"	"B"	"A"	"Si"	"C"	"Coche"
"1318"	"1318"	"A"	"B"	"No"	"A"	"Cabra"
"1319"	"1319"	"B"	"A"	"No"	"B"	"Cabra"
"1320"	"1320"	"A"	"B"	"Si"	"C"	"Coche"
"1321"	"1321"	"C"	"A"	"No"	"C"	"Cabra"
"1322"	"1322"	"B"	"C"	"No"	"B"	"Cabra"
"1323"	"1323"	"A"	"B"	"Si"	"C"	"Coche"
"1324"	"1324"	"A"	"B"	"Si"	"C"	"Cabra"
"1325"	"1325"	"A"	"C"	"Si"	"B"	"Coche"
"1326"	"1326"	"A"	"B"	"Si"	"C"	"Coche"
"1327"	"1327"	"B"	"C"	"Si"	"A"	"Coche"
"1328"	"1328"	"C"	"A"	"No"	"C"	"Coche"
"1329"	"1329"	"C"	"B"	"Si"	"A"	"Coche"
"1330"	"1330"	"B"	"C"	"Si"	"A"	"Coche"
"1331"	"1331"	"A"	"B"	"Si"	"C"	"Coche"
"1332"	"1332"	"A"	"C"	"Si"	"B"	"Coche"
"1333"	"1333"	"B"	"A"	"Si"	"C"	"Coche"
"1334"	"1334"	"B"	"A"	"No"	"B"	"Cabra"
"1335"	"1335"	"A"	"C"	"Si"	"B"	"Coche"
"1336"	"1336"	"A"	"C"	"No"	"A"	"Cabra"
"1337"	"1337"	"B"	"A"	"Si"	"C"	"Coche"
"1338"	"1338"	"C"	"A"	"Si"	"B"	"Coche"
"1339"	"1339"	"A"	"B"	"No"	"A"	"Cabra"
"1340"	"1340"	"A"	"B"	"Si"	"C"	"Coche"
"1341"	"1341"	"C"	"A"	"No"	"C"	"Cabra"
"1342"	"1342"	"C"	"A"	"No"	"C"	"Cabra"
"1343"	"1343"	"B"	"C"	"No"	"B"	"Coche"
"1344"	"1344"	"B"	"A"	"Si"	"C"	"Coche"
"1345"	"1345"	"C"	"B"	"No"	"C"	"Coche"
"1346"	"1346"	"C"	"A"	"No"	"C"	"Cabra"
"1347"	"1347"	"B"	"A"	"No"	"B"	"Cabra"
"1348"	"1348"	"C"	"A"	"Si"	"B"	"Coche"
"1349"	"1349"	"C"	"A"	"Si"	"B"	"Coche"
"1350"	"1350"	"A"	"B"	"Si"	"C"	"Coche"
"1351"	"1351"	"B"	"A"	"No"	"B"	"Cabra"
"1352"	"1352"	"A"	"C"	"Si"	"B"	"Coche"
"1353"	"1353"	"C"	"A"	"No"	"C"	"Cabra"
"1354"	"1354"	"A"	"B"	"No"	"A"	"Coche"
"1355"	"1355"	"A"	"C"	"No"	"A"	"Cabra"
"1356"	"1356"	"C"	"A"	"Si"	"B"	"Coche"
"1357"	"1357"	"C"	"B"	"No"	"C"	"Cabra"
"1358"	"1358"	"C"	"B"	"Si"	"A"	"Coche"
"1359"	"1359"	"C"	"A"	"Si"	"B"	"Cabra"
"1360"	"1360"	"C"	"B"	"No"	"C"	"Cabra"
"1361"	"1361"	"C"	"B"	"Si"	"A"	"Cabra"
"1362"	"1362"	"B"	"C"	"Si"	"A"	"Coche"
"1363"	"1363"	"A"	"B"	"No"	"A"	"Cabra"
"1364"	"1364"	"A"	"C"	"No"	"A"	"Cabra"
"1365"	"1365"	"A"	"C"	"No"	"A"	"Cabra"
"1366"	"1366"	"C"	"B"	"No"	"C"	"Cabra"
"1367"	"1367"	"B"	"A"	"Si"	"C"	"Coche"
"1368"	"1368"	"A"	"C"	"No"	"A"	"Cabra"
"1369"	"1369"	"C"	"B"	"No"	"C"	"Coche"
"1370"	"1370"	"C"	"B"	"Si"	"A"	"Coche"
"1371"	"1371"	"B"	"C"	"No"	"B"	"Cabra"
"1372"	"1372"	"A"	"C"	"Si"	"B"	"Cabra"
"1373"	"1373"	"C"	"B"	"No"	"C"	"Coche"
"1374"	"1374"	"C"	"A"	"Si"	"B"	"Coche"
"1375"	"1375"	"A"	"B"	"Si"	"C"	"Cabra"
"1376"	"1376"	"C"	"B"	"Si"	"A"	"Coche"
"1377"	"1377"	"B"	"A"	"Si"	"C"	"Cabra"
"1378"	"1378"	"B"	"A"	"No"	"B"	"Coche"
"1379"	"1379"	"A"	"C"	"No"	"A"	"Coche"
"1380"	"1380"	"C"	"B"	"No"	"C"	"Cabra"
"1381"	"1381"	"C"	"B"	"Si"	"A"	"Coche"
"1382"	"1382"	"C"	"A"	"No"	"C"	"Coche"
"1383"	"1383"	"A"	"B"	"No"	"A"	"Cabra"
"1384"	"1384"	"A"	"C"	"No"	"A"	"Coche"
"1385"	"1385"	"B"	"C"	"No"	"B"	"Coche"
"1386"	"1386"	"A"	"C"	"No"	"A"	"Cabra"
"1387"	"1387"	"B"	"C"	"No"	"B"	"Cabra"
"1388"	"1388"	"C"	"B"	"No"	"C"	"Coche"
"1389"	"1389"	"A"	"B"	"No"	"A"	"Cabra"
"1390"	"1390"	"B"	"C"	"No"	"B"	"Cabra"
"1391"	"1391"	"C"	"B"	"Si"	"A"	"Coche"
"1392"	"1392"	"B"	"A"	"Si"	"C"	"Coche"
"1393"	"1393"	"C"	"B"	"Si"	"A"	"Coche"
"1394"	"1394"	"B"	"C"	"Si"	"A"	"Coche"
"1395"	"1395"	"C"	"A"	"Si"	"B"	"Coche"
"1396"	"1396"	"C"	"B"	"No"	"C"	"Cabra"
"1397"	"1397"	"A"	"B"	"No"	"A"	"Cabra"
"1398"	"1398"	"B"	"C"	"No"	"B"	"Cabra"
"1399"	"1399"	"C"	"A"	"Si"	"B"	"Coche"
"1400"	"1400"	"A"	"C"	"No"	"A"	"Coche"
"1401"	"1401"	"A"	"C"	"No"	"A"	"Cabra"
"1402"	"1402"	"A"	"C"	"Si"	"B"	"Coche"
"1403"	"1403"	"A"	"C"	"No"	"A"	"Coche"
"1404"	"1404"	"A"	"B"	"Si"	"C"	"Coche"
"1405"	"1405"	"C"	"B"	"No"	"C"	"Cabra"
"1406"	"1406"	"B"	"C"	"No"	"B"	"Cabra"
"1407"	"1407"	"C"	"B"	"Si"	"A"	"Cabra"
"1408"	"1408"	"C"	"B"	"Si"	"A"	"Coche"
"1409"	"1409"	"B"	"A"	"Si"	"C"	"Coche"
"1410"	"1410"	"C"	"A"	"No"	"C"	"Coche"
"1411"	"1411"	"A"	"C"	"Si"	"B"	"Coche"
"1412"	"1412"	"A"	"B"	"No"	"A"	"Cabra"
"1413"	"1413"	"C"	"B"	"Si"	"A"	"Cabra"
"1414"	"1414"	"A"	"C"	"Si"	"B"	"Coche"
"1415"	"1415"	"B"	"C"	"Si"	"A"	"Coche"
"1416"	"1416"	"C"	"A"	"Si"	"B"	"Cabra"
"1417"	"1417"	"B"	"C"	"Si"	"A"	"Cabra"
"1418"	"1418"	"C"	"B"	"No"	"C"	"Cabra"
"1419"	"1419"	"A"	"C"	"No"	"A"	"Coche"
"1420"	"1420"	"B"	"A"	"No"	"B"	"Cabra"
"1421"	"1421"	"B"	"C"	"No"	"B"	"Coche"
"1422"	"1422"	"A"	"C"	"Si"	"B"	"Cabra"
"1423"	"1423"	"C"	"B"	"Si"	"A"	"Coche"
"1424"	"1424"	"C"	"B"	"Si"	"A"	"Cabra"
"1425"	"1425"	"B"	"C"	"Si"	"A"	"Coche"
"1426"	"1426"	"A"	"B"	"No"	"A"	"Coche"
"1427"	"1427"	"C"	"B"	"Si"	"A"	"Coche"
"1428"	"1428"	"C"	"B"	"Si"	"A"	"Coche"
"1429"	"1429"	"A"	"B"	"No"	"A"	"Cabra"
"1430"	"1430"	"C"	"B"	"Si"	"A"	"Coche"
"1431"	"1431"	"A"	"C"	"Si"	"B"	"Cabra"
"1432"	"1432"	"C"	"B"	"Si"	"A"	"Coche"
"1433"	"1433"	"A"	"B"	"Si"	"C"	"Coche"
"1434"	"1434"	"B"	"C"	"Si"	"A"	"Cabra"
"1435"	"1435"	"B"	"C"	"No"	"B"	"Cabra"
"1436"	"1436"	"C"	"B"	"No"	"C"	"Cabra"
"1437"	"1437"	"C"	"B"	"No"	"C"	"Coche"
"1438"	"1438"	"C"	"B"	"Si"	"A"	"Coche"
"1439"	"1439"	"C"	"B"	"No"	"C"	"Cabra"
"1440"	"1440"	"A"	"C"	"Si"	"B"	"Cabra"
"1441"	"1441"	"B"	"C"	"No"	"B"	"Cabra"
"1442"	"1442"	"A"	"B"	"No"	"A"	"Cabra"
"1443"	"1443"	"B"	"A"	"Si"	"C"	"Coche"
"1444"	"1444"	"C"	"B"	"No"	"C"	"Cabra"
"1445"	"1445"	"B"	"A"	"No"	"B"	"Cabra"
"1446"	"1446"	"A"	"B"	"Si"	"C"	"Coche"
"1447"	"1447"	"C"	"A"	"Si"	"B"	"Coche"
"1448"	"1448"	"B"	"A"	"Si"	"C"	"Coche"
"1449"	"1449"	"A"	"B"	"Si"	"C"	"Coche"
"1450"	"1450"	"C"	"B"	"No"	"C"	"Coche"
"1451"	"1451"	"A"	"B"	"Si"	"C"	"Coche"
"1452"	"1452"	"A"	"B"	"No"	"A"	"Cabra"
"1453"	"1453"	"A"	"C"	"No"	"A"	"Cabra"
"1454"	"1454"	"A"	"B"	"Si"	"C"	"Coche"
"1455"	"1455"	"A"	"B"	"No"	"A"	"Coche"
"1456"	"1456"	"B"	"C"	"Si"	"A"	"Coche"
"1457"	"1457"	"B"	"A"	"No"	"B"	"Cabra"
"1458"	"1458"	"B"	"A"	"No"	"B"	"Cabra"
"1459"	"1459"	"A"	"C"	"No"	"A"	"Cabra"
"1460"	"1460"	"A"	"C"	"No"	"A"	"Cabra"
"1461"	"1461"	"A"	"B"	"Si"	"C"	"Coche"
"1462"	"1462"	"C"	"B"	"Si"	"A"	"Coche"
"1463"	"1463"	"C"	"B"	"Si"	"A"	"Cabra"
"1464"	"1464"	"A"	"C"	"No"	"A"	"Coche"
"1465"	"1465"	"A"	"B"	"No"	"A"	"Cabra"
"1466"	"1466"	"C"	"A"	"Si"	"B"	"Coche"
"1467"	"1467"	"A"	"C"	"No"	"A"	"Coche"
"1468"	"1468"	"A"	"B"	"Si"	"C"	"Coche"
"1469"	"1469"	"C"	"B"	"Si"	"A"	"Coche"
"1470"	"1470"	"B"	"A"	"No"	"B"	"Coche"
"1471"	"1471"	"C"	"B"	"Si"	"A"	"Cabra"
"1472"	"1472"	"C"	"B"	"No"	"C"	"Coche"
"1473"	"1473"	"C"	"B"	"Si"	"A"	"Cabra"
"1474"	"1474"	"B"	"A"	"No"	"B"	"Coche"
"1475"	"1475"	"A"	"C"	"Si"	"B"	"Cabra"
"1476"	"1476"	"A"	"B"	"No"	"A"	"Cabra"
"1477"	"1477"	"B"	"C"	"Si"	"A"	"Cabra"
"1478"	"1478"	"B"	"A"	"Si"	"C"	"Coche"
"1479"	"1479"	"B"	"C"	"Si"	"A"	"Cabra"
"1480"	"1480"	"C"	"B"	"No"	"C"	"Cabra"
"1481"	"1481"	"B"	"C"	"No"	"B"	"Cabra"
"1482"	"1482"	"C"	"A"	"No"	"C"	"Coche"
"1483"	"1483"	"B"	"A"	"No"	"B"	"Coche"
"1484"	"1484"	"A"	"C"	"No"	"A"	"Cabra"
"1485"	"1485"	"A"	"B"	"No"	"A"	"Coche"
"1486"	"1486"	"C"	"B"	"Si"	"A"	"Cabra"
"1487"	"1487"	"A"	"B"	"Si"	"C"	"Coche"
"1488"	"1488"	"A"	"C"	"Si"	"B"	"Coche"
"1489"	"1489"	"B"	"A"	"Si"	"C"	"Cabra"
"1490"	"1490"	"A"	"B"	"Si"	"C"	"Coche"
"1491"	"1491"	"C"	"B"	"No"	"C"	"Cabra"
"1492"	"1492"	"C"	"B"	"No"	"C"	"Cabra"
"1493"	"1493"	"A"	"B"	"No"	"A"	"Coche"
"1494"	"1494"	"B"	"A"	"No"	"B"	"Coche"
"1495"	"1495"	"A"	"B"	"No"	"A"	"Coche"
"1496"	"1496"	"C"	"B"	"Si"	"A"	"Coche"
"1497"	"1497"	"A"	"C"	"Si"	"B"	"Coche"
"1498"	"1498"	"B"	"A"	"No"	"B"	"Coche"
"1499"	"1499"	"C"	"A"	"No"	"C"	"Cabra"
"1500"	"1500"	"A"	"C"	"Si"	"B"	"Coche"
"1501"	"1501"	"B"	"A"	"No"	"B"	"Cabra"
"1502"	"1502"	"C"	"A"	"No"	"C"	"Coche"
"1503"	"1503"	"C"	"B"	"Si"	"A"	"Coche"
"1504"	"1504"	"A"	"C"	"Si"	"B"	"Cabra"
"1505"	"1505"	"A"	"B"	"Si"	"C"	"Cabra"
"1506"	"1506"	"C"	"B"	"Si"	"A"	"Coche"
"1507"	"1507"	"A"	"B"	"No"	"A"	"Cabra"
"1508"	"1508"	"A"	"C"	"No"	"A"	"Cabra"
"1509"	"1509"	"C"	"B"	"No"	"C"	"Coche"
"1510"	"1510"	"A"	"C"	"Si"	"B"	"Coche"
"1511"	"1511"	"B"	"C"	"No"	"B"	"Cabra"
"1512"	"1512"	"A"	"C"	"Si"	"B"	"Coche"
"1513"	"1513"	"B"	"A"	"No"	"B"	"Cabra"
"1514"	"1514"	"C"	"B"	"No"	"C"	"Cabra"
"1515"	"1515"	"B"	"A"	"Si"	"C"	"Coche"
"1516"	"1516"	"C"	"A"	"Si"	"B"	"Cabra"
"1517"	"1517"	"B"	"A"	"No"	"B"	"Cabra"
"1518"	"1518"	"C"	"A"	"Si"	"B"	"Cabra"
"1519"	"1519"	"A"	"C"	"No"	"A"	"Cabra"
"1520"	"1520"	"B"	"A"	"No"	"B"	"Cabra"
"1521"	"1521"	"B"	"C"	"No"	"B"	"Cabra"
"1522"	"1522"	"B"	"A"	"No"	"B"	"Cabra"
"1523"	"1523"	"B"	"A"	"No"	"B"	"Cabra"
"1524"	"1524"	"A"	"C"	"Si"	"B"	"Cabra"
"1525"	"1525"	"A"	"C"	"Si"	"B"	"Coche"
"1526"	"1526"	"B"	"C"	"No"	"B"	"Coche"
"1527"	"1527"	"C"	"B"	"Si"	"A"	"Coche"
"1528"	"1528"	"C"	"A"	"No"	"C"	"Cabra"
"1529"	"1529"	"A"	"B"	"Si"	"C"	"Coche"
"1530"	"1530"	"A"	"C"	"No"	"A"	"Coche"
"1531"	"1531"	"A"	"C"	"No"	"A"	"Cabra"
"1532"	"1532"	"C"	"B"	"No"	"C"	"Cabra"
"1533"	"1533"	"C"	"B"	"No"	"C"	"Coche"
"1534"	"1534"	"B"	"C"	"No"	"B"	"Coche"
"1535"	"1535"	"C"	"B"	"Si"	"A"	"Coche"
"1536"	"1536"	"C"	"B"	"Si"	"A"	"Coche"
"1537"	"1537"	"C"	"A"	"Si"	"B"	"Cabra"
"1538"	"1538"	"B"	"C"	"Si"	"A"	"Coche"
"1539"	"1539"	"B"	"C"	"No"	"B"	"Cabra"
"1540"	"1540"	"A"	"B"	"No"	"A"	"Cabra"
"1541"	"1541"	"A"	"B"	"Si"	"C"	"Coche"
"1542"	"1542"	"C"	"A"	"No"	"C"	"Cabra"
"1543"	"1543"	"A"	"B"	"Si"	"C"	"Coche"
"1544"	"1544"	"B"	"A"	"Si"	"C"	"Coche"
"1545"	"1545"	"A"	"B"	"No"	"A"	"Cabra"
"1546"	"1546"	"B"	"A"	"Si"	"C"	"Coche"
"1547"	"1547"	"A"	"B"	"Si"	"C"	"Coche"
"1548"	"1548"	"B"	"C"	"Si"	"A"	"Coche"
"1549"	"1549"	"C"	"B"	"Si"	"A"	"Cabra"
"1550"	"1550"	"C"	"B"	"Si"	"A"	"Coche"
"1551"	"1551"	"A"	"B"	"No"	"A"	"Cabra"
"1552"	"1552"	"C"	"B"	"Si"	"A"	"Cabra"
"1553"	"1553"	"A"	"B"	"Si"	"C"	"Coche"
"1554"	"1554"	"A"	"B"	"Si"	"C"	"Cabra"
"1555"	"1555"	"B"	"C"	"No"	"B"	"Cabra"
"1556"	"1556"	"B"	"A"	"No"	"B"	"Cabra"
"1557"	"1557"	"A"	"C"	"No"	"A"	"Cabra"
"1558"	"1558"	"B"	"C"	"No"	"B"	"Cabra"
"1559"	"1559"	"B"	"A"	"Si"	"C"	"Coche"
"1560"	"1560"	"A"	"C"	"No"	"A"	"Coche"
"1561"	"1561"	"B"	"C"	"No"	"B"	"Cabra"
"1562"	"1562"	"A"	"C"	"No"	"A"	"Cabra"
"1563"	"1563"	"B"	"C"	"No"	"B"	"Coche"
"1564"	"1564"	"C"	"B"	"Si"	"A"	"Coche"
"1565"	"1565"	"C"	"B"	"No"	"C"	"Cabra"
"1566"	"1566"	"B"	"A"	"Si"	"C"	"Coche"
"1567"	"1567"	"A"	"C"	"No"	"A"	"Cabra"
"1568"	"1568"	"B"	"A"	"Si"	"C"	"Coche"
"1569"	"1569"	"C"	"A"	"No"	"C"	"Cabra"
"1570"	"1570"	"B"	"A"	"No"	"B"	"Coche"
"1571"	"1571"	"B"	"C"	"No"	"B"	"Cabra"
"1572"	"1572"	"B"	"C"	"Si"	"A"	"Cabra"
"1573"	"1573"	"A"	"B"	"Si"	"C"	"Coche"
"1574"	"1574"	"B"	"C"	"No"	"B"	"Cabra"
"1575"	"1575"	"A"	"B"	"No"	"A"	"Cabra"
"1576"	"1576"	"C"	"B"	"No"	"C"	"Coche"
"1577"	"1577"	"C"	"A"	"Si"	"B"	"Coche"
"1578"	"1578"	"A"	"C"	"No"	"A"	"Cabra"
"1579"	"1579"	"A"	"C"	"Si"	"B"	"Coche"
"1580"	"1580"	"B"	"C"	"No"	"B"	"Cabra"
"1581"	"1581"	"C"	"A"	"No"	"C"	"Cabra"
"1582"	"1582"	"B"	"C"	"No"	"B"	"Cabra"
"1583"	"1583"	"C"	"A"	"No"	"C"	"Cabra"
"1584"	"1584"	"A"	"B"	"Si"	"C"	"Coche"
"1585"	"1585"	"B"	"C"	"Si"	"A"	"Coche"
"1586"	"1586"	"B"	"C"	"Si"	"A"	"Cabra"
"1587"	"1587"	"B"	"C"	"Si"	"A"	"Coche"
"1588"	"1588"	"B"	"A"	"Si"	"C"	"Coche"
"1589"	"1589"	"A"	"B"	"No"	"A"	"Cabra"
"1590"	"1590"	"C"	"A"	"No"	"C"	"Cabra"
"1591"	"1591"	"B"	"C"	"Si"	"A"	"Coche"
"1592"	"1592"	"C"	"A"	"No"	"C"	"Coche"
"1593"	"1593"	"B"	"A"	"No"	"B"	"Cabra"
"1594"	"1594"	"A"	"C"	"No"	"A"	"Cabra"
"1595"	"1595"	"B"	"C"	"No"	"B"	"Coche"
"1596"	"1596"	"C"	"A"	"No"	"C"	"Coche"
"1597"	"1597"	"B"	"C"	"Si"	"A"	"Coche"
"1598"	"1598"	"C"	"A"	"Si"	"B"	"Cabra"
"1599"	"1599"	"A"	"B"	"No"	"A"	"Cabra"
"1600"	"1600"	"A"	"B"	"No"	"A"	"Cabra"
"1601"	"1601"	"C"	"A"	"Si"	"B"	"Cabra"
"1602"	"1602"	"B"	"A"	"No"	"B"	"Cabra"
"1603"	"1603"	"C"	"B"	"Si"	"A"	"Cabra"
"1604"	"1604"	"B"	"A"	"No"	"B"	"Coche"
"1605"	"1605"	"A"	"C"	"Si"	"B"	"Coche"
"1606"	"1606"	"C"	"A"	"Si"	"B"	"Coche"
"1607"	"1607"	"B"	"C"	"Si"	"A"	"Cabra"
"1608"	"1608"	"B"	"A"	"Si"	"C"	"Cabra"
"1609"	"1609"	"A"	"C"	"Si"	"B"	"Cabra"
"1610"	"1610"	"B"	"C"	"No"	"B"	"Coche"
"1611"	"1611"	"B"	"C"	"No"	"B"	"Coche"
"1612"	"1612"	"B"	"A"	"Si"	"C"	"Coche"
"1613"	"1613"	"B"	"C"	"Si"	"A"	"Coche"
"1614"	"1614"	"A"	"C"	"No"	"A"	"Coche"
"1615"	"1615"	"A"	"B"	"Si"	"C"	"Cabra"
"1616"	"1616"	"C"	"B"	"No"	"C"	"Cabra"
"1617"	"1617"	"B"	"A"	"Si"	"C"	"Coche"
"1618"	"1618"	"C"	"B"	"Si"	"A"	"Cabra"
"1619"	"1619"	"B"	"C"	"No"	"B"	"Coche"
"1620"	"1620"	"B"	"A"	"Si"	"C"	"Cabra"
"1621"	"1621"	"B"	"A"	"No"	"B"	"Cabra"
"1622"	"1622"	"C"	"A"	"Si"	"B"	"Coche"
"1623"	"1623"	"B"	"A"	"No"	"B"	"Cabra"
"1624"	"1624"	"B"	"A"	"No"	"B"	"Coche"
"1625"	"1625"	"C"	"B"	"Si"	"A"	"Cabra"
"1626"	"1626"	"A"	"B"	"Si"	"C"	"Coche"
"1627"	"1627"	"C"	"B"	"No"	"C"	"Cabra"
"1628"	"1628"	"A"	"B"	"Si"	"C"	"Coche"
"1629"	"1629"	"A"	"C"	"Si"	"B"	"Coche"
"1630"	"1630"	"A"	"C"	"No"	"A"	"Cabra"
"1631"	"1631"	"C"	"A"	"Si"	"B"	"Coche"
"1632"	"1632"	"A"	"B"	"Si"	"C"	"Coche"
"1633"	"1633"	"B"	"C"	"No"	"B"	"Coche"
"1634"	"1634"	"A"	"B"	"No"	"A"	"Coche"
"1635"	"1635"	"B"	"A"	"No"	"B"	"Cabra"
"1636"	"1636"	"A"	"C"	"Si"	"B"	"Coche"
"1637"	"1637"	"C"	"B"	"Si"	"A"	"Cabra"
